Active Ingredient,NDA #,Product Name,Company,Approval Date,P or E,Date Added,Patent Number,Expiration Date,Codes,Strengths,Delist Request,Orig,Analysis,Added strength,# added strengths,Applied to UC,2nd add,Comments
Rotigotine,21829,Neupro,UCB INC,,P,4/28/12,6699498,11/27/20,DP,"004, 005, 006",,No change,No change,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,4/28/12,6884434,3/30/21,DP,"004, 005, 006",,No change,No change,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,4/28/12,7413747,3/18/19,DP,"004, 005, 006",,No change,No change,,null,,,
Rotigotine,21829,Neupro,UCB INC,,E,4/28/12,,4/2/15,I-647,"004, 005, 006",,No change,No change,,null,,,
Rotigotine,21829,Neupro,UCB INC,,E,4/28/12,,4/2/15,I-646,"004, 005, 006",,No change,No change,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,8/28/12,8246979,9/1/27,"DP, U-1273","001, 002, 003, 004, 005, 006",,No,P:DP/UCnew,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,8/28/12,8246979,9/1/27,"DP, U-1272","001, 002, 003, 004, 005, 006",,No,UCsamemonthnew,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,8/28/12,8246980,11/27/25,DP,"001, 002, 003, 004, 005, 006",,No,P:DP,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,12/28/13,8617591,7/22/23,"DP, U-1474","001, 002, 003, 004, 005, 006",,No,P:DP/UCnew,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,3/28/18,9925150,3/1/32,DP,"001, 002, 003, 004, 005, 006",,,P:DP,,null,,,
Rotigotine,21829,Neupro,UCB INC,,P,11/28/18,10130589,12/22/30,DP,"001, 002, 003, 004, 005, 006",,,P:DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,12/19/16,P,12/28/16,6495541,1/10/20,"DS, DP","001, 002",,,P:DS/DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,7351701,7/23/24,U-1927,"001, 002",,,P:UCnew,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,7531530,7/23/24,U-1927,"001, 002",,,P:UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,8071579,8/12/27,U-1927,"001, 002",,,P:UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,8143241,8/12/27,U-1927,"001, 002",,,P:UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,8754072,2/10/31,"DS, DP","001, 002",,,P:DS/DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,8859562,8/4/31,U-1927,"001, 002",,,P:UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/16,9045487,2/10/31,"DS, DP","001, 002",,,P:DS/DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,E,12/28/16,,12/19/21,NCE,"001, 002",,,,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,E,1/28/17,,12/19/23,ODE,"001, 002",,,ODE,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,6495541,1/10/20,"DS, DP",3,,,DS/DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,7351701,7/23/24,U-2012,"001, 002, 003",,,UCnew,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,7531530,7/23/24,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,8071579,8/12/27,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,8143241,8/12/27,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,8754072,2/10/31,"DS, DP",3,,,DS/DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,8859562,8/4/31,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,5/28/17,9045487,2/10/31,"DS, DP",3,,,DS/DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,E,10/28/17,,12/19/21,NCE,3,,,,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,E,10/28/17,,12/19/23,ODE,3,,,ODE,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,1/28/18,9861638,2/10/31,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,7351701,7/23/24,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,7351701,7/23/24,U-2101,"001, 002, 003",,,UCnew,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,7351701,7/23/24,U-2273,"001, 002, 003",,,UCnew,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,7531530,7/23/24,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,7531530,7/23/24,U-2101,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,7531530,7/23/24,U-2273,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8071579,8/12/27,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8071579,8/12/27,U-2101,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8071579,8/12/27,U-2273,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8143241,8/12/27,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8143241,8/12/27,U-2101,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8143241,8/12/27,U-2273,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8859562,8/4/31,U-2012,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8859562,8/4/31,U-2101,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,8859562,8/4/31,U-2273,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,9861638,2/10/31,U-2012,"001, 002, 003",,,P:UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,9861638,2/10/31,U-2101,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,4/28/18,9861638,2/10/31,U-2273,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,E,4/28/18,,4/6/21,I-772,"001, 002, 003",,,,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,E,4/28/18,,4/6/25,ODE-168,"001, 002, 003",,,ODE,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,6/28/18,9987285,8/17/35,DP,"001, 002, 003",,,P:DP,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/18,10130636,8/17/35,U-2012,"001, 002, 003",,,P:UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/18,10130636,8/17/35,U-2101,"001, 002, 003",,,UC,,null,,,
Rucaparib Camsylate,209115,Rubraca,CLOVIS ONCOLOGY INC,,P,12/28/18,10130636,8/17/35,U-2273,"001, 002, 003",,,UC,,null,,,
Rufinamide,21911,Banzel,EISAI INC,11/14/08,E,11/28/8,,11/14/13,NCE,"001, 002, 003",,Yes,NCE,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,11/28/8,,11/14/15,ODE,"001, 002",,Yes,ODE,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,11/28/8,,11/14/13,ODE,3,,Yes,Added to other strength,ODE,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,12/28/8,,11/14/15,ODE,3,,Correction,Correction,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,5/28/10,6740669,8/17/20,"DS, DP","001, 002, 003",,No,P:DS/DP,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,7/28/11,6740669,11/14/22,"DS, DP","001, 002, 003",,No,PTAorPTE,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/11,8076362,6/8/18,DP,"001, 002, 003",,No,P:DP,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,10/28/12,7750028,10/19/18,U-106,"001, 002, 003",,No,P:UCnew,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/14,6740669,11/14/22,"DS, DP","001, 002, 003",,No change,No change,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/14,7750028,10/19/18,U-106,"001, 002, 003",,No change,No change,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/14,8076362,6/8/18,DP,"001, 002, 003",,No change,No change,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/14,6740669*PED,5/14/23,,"001, 002, 003",,No,P:PED,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/14,7750028*PED,4/19/19,,"001, 002, 003",,No,P:PED,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,P,12/28/14,8076362*PED,12/8/18,,"001, 002, 003",,No,P:PED,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,12/28/14,,11/14/13,NCE,"001, 002, 003",,No change,No change,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,12/28/14,,11/14/15,ODE,"001, 002, 003",,No change,No change,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,12/28/14,,5/14/14,PED,"001, 002, 003",,No,PED,,null,,,
Rufinamide,21911,Banzel,EISAI INC,,E,12/28/14,,5/14/16,PED,"001, 002, 003",,No,PED,,null,,,
Rufinamide,201367,Banzel,EISAI INC,3/3/11,P,3/28/11,6740669,8/17/20,"DS, DP",1,,Yes,P:DS/DP,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,E,3/28/11,,11/14/13,NCE,1,,Yes,NCE,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,E,3/28/11,,11/14/15,ODE,1,,Yes,ODE,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,P,7/28/12,6740669,11/14/22,"DS, DP",1,,No,PTAorPTE,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,P,10/28/12,7750028,10/19/18,U-106,1,,No,P:UCnew,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,P,12/28/14,6740669,11/14/22,"DS, DP",1,,No change,No change,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,P,12/28/14,7750028,10/19/18,U-106,1,,No change,No change,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,P,12/28/14,6740669*PED,5/14/23,,1,,No,P:PED,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,P,12/28/14,7750028*PED,4/19/19,,1,,No,P:PED,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,E,12/28/14,,11/14/13,NCE,1,,No change,No change,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,E,12/28/14,,11/14/15,ODE,1,,No change,No change,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,E,12/28/14,,5/14/14,PED,1,,No,PED,,null,,,
Rufinamide,201367,Banzel,EISAI INC,,E,12/28/14,,5/14/16,PED,1,,No,PED,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,11/16/11,P,11/28/11,7598257,12/24/27,"DS, DP, U-1201","001, 002, 003, 004, 005",,Yes,P:DS/DP/UCnew,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,E,11/28/11,,11/16/16,NCE,"001, 002, 003, 004, 005",,Yes,NCE,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,E,11/28/11,,11/16/18,ODE,"001, 002, 003, 004, 005",,Yes,ODE,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,4/28/13,8415362,12/24/27,"DS, DP","001, 002, 003, 004, 005",,No,P:DS/DP,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,5/28/14,8722693,6/12/28,"DS, DP","001, 002, 003, 004, 005",,No,P:DS/DP,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,9/28/14,8822481,6/12/28,U-1573,"001, 002, 003, 004, 005",,No,P:UCnew,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,9/28/14,8829013,6/12/28,U-1201,"001, 002, 003, 004, 005",,No,P:UC,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,12/28/14,7598257,12/24/27,"DS, DP, U-1201","001, 002, 003, 004, 005",,No change,No change,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,12/28/14,7598257,12/24/27,"DS, DP, U-1622","001, 002, 003, 004, 005",,No,UCadditional,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,12/28/14,8829013,6/12/28,U-1201,"001, 002, 003, 004, 005",,No change,No change,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,12/28/14,8829013,6/12/28,U-1622,"001, 002, 003, 004, 005",,No,UCadditional,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,E,12/28/14,,12/4/17,I-699,"001, 002, 003, 004, 005",,No,I,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,E,12/28/14,,12/4/21,ODE,"001, 002, 003, 004, 005",,No,ODE,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,7/28/15,9079912,12/12/26,U-1573,"001, 002, 003, 004, 005",,No,P:UC,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,7/28/15,9079912,12/12/26,U-1721,"001, 002, 003, 004, 005",,No,UCsamemonthnew,,null,,,
Ruxolitinib Phosphate,202192,Jakafi,INCYTE CORP,,P,6/28/17,9662335,12/12/26,DS,"001, 002, 003, 004, 005",,,P:DS,,null,,,
Sacrosidase,20772,Sucraid*,QOL MEDCL,4/9/98,E,pre-2005,,4/9/05,ODE,1,,,Pre-2005,,null,,,
Sacrosidase,20772,Sucraid,QOL MEDCL,,P,1/28/17,9469847,2/7/34,"DS, DP",1,,,P:DS/DP,,null,,,
Sacrosidase,20772,Sucraid,QOL MEDCL,,P,10/28/18,9255261,2/7/34,"DS, DP",1,,,P:DS/DP,,null,,,
Sacrosidase,20772,Sucraid,QOL MEDCL,,P,10/28/18,9849161,2/7/34,"DS, DP",1,,,P:DS/DP,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,7/7/15,P,7/28/15,7468390,11/27/23,DP,"001, 002, 003",,Yes,P:DP,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,,E,7/28/15,,7/7/20,NCE,"001, 002, 003",,Yes,NCE,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,,P,8/28/15,8101659,1/14/23,DP,"001, 002, 003",,Yes,P:DP,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,,P,8/28/15,8404744,1/14/23,DP,"001, 002, 003",,Yes,P:DP,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,,P,8/28/15,8796331,1/14/23,U-1723,"001, 002, 003",,Yes,P:UCnew,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,,P,8/28/15,8877938,5/27/27,"DS, DP","001, 002, 003",,Yes,P:DS/DP,,null,,,
Sacubitril; Valsartan,207620,Entresto,NOVARTIS PHARMS CORP,,P,9/28/16,9388134,11/8/26,U-1723,"001, 002, 003",,,P:UCnew,,null,,,
Safinamide Mesylate,207145,Xadago,US WORLDMEDS LLC,3/21/17,E,3/28/17,,3/21/22,NCE,"001, 002",,,,,null,,,
Safinamide Mesylate,207145,Xadago,US WORLDMEDS LLC,3/21/17,P,4/28/17,8076515,12/10/28,"DS, DP, U-1993","001, 002",,,P:DS/DP/UCnew,,null,,,
Safinamide Mesylate,207145,Xadago,US WORLDMEDS LLC,,P,4/28/17,8278485,6/8/27,"DS, U-1993","001, 002",,,P:DS/UC,,null,,,
Safinamide Mesylate,207145,Xadago,US WORLDMEDS LLC,,P,4/28/17,8283380,9/1/27,U-1993,"001, 002",,,P:UC,,null,,,
Salmeterol Xinafoate,20236,Serevent*,GLAXOSMITHKLINE,2/4/94,P,pre-2005,4992474,2/12/08,,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20236,Serevent*,GLAXOSMITHKLINE,,P,pre-2005,5126375,2/12/08,,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20236,Serevent*,GLAXOSMITHKLINE,,P,pre-2005,5225445,2/12/08,U-182,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20236,Serevent,GLAXOSMITHKLINE,,P,2/28/6,4992474,2/12/08,,1,,No change,No change,,null,,,
Salmeterol Xinafoate,20236,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5126375,2/12/08,,1,,No change,No change,,null,,,
Salmeterol Xinafoate,20236,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5225445,2/12/08,U-182,1,,No change,No change,,null,,,
Salmeterol Xinafoate,20236,Serevent,GLAXOSMITHKLINE,,P,2/28/6,4992474*PED,8/12/08,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20236,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5126375*PED,8/12/08,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20236,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5225445*PED,8/12/08,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent*,GLAXOSMITHKLINE,9/19/97,P,pre-2005,4992474,2/12/08,,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20692,Serevent*,GLAXOSMITHKLINE,,P,pre-2005,5126375,2/12/08,,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20692,Serevent*,GLAXOSMITHKLINE,,P,pre-2005,5225445,2/12/08,U-211,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20692,Serevent*,GLAXOSMITHKLINE,,E,pre-2005,,3/22/05,I-348,1,,,Pre-2005,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/6,4992474,2/12/08,,1,,No change,No change,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5126375,2/12/08,,1,,No change,No change,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5225445,2/12/08,U-211,1,,No change,No change,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/6,4992474*PED,8/12/08,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5126375*PED,8/12/08,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/6,5225445*PED,8/12/08,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,10/28/6,6536427,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,5590645,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,5860419,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,5873360,2/23/16,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6032666,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6378519,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6536427,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6792945,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,7225808,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,7389775,3/1/11,DP,1,,No,P:DP,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,5590645*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,5860419*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,5873360*PED,8/23/16,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6032666*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6378519*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6536427*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,6792945*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,7225808*PED,9/1/11,,1,,No,P:PED,,null,,,
Salmeterol Xinafoate,20692,Serevent,GLAXOSMITHKLINE,,P,2/28/9,7399775*PED,9/1/11,,1,,No,P:PED,,null,,,
Samarium SM 153 Lexidronam Pentasodium,20570,Quadramet*,LANTHEUS MEDICAL,3/28/97,P,pre-2005,4898724,2/6/07,U-187,1,,,Pre-2005,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,12/13/07,E,12/28/7,,12/13/12,NCE,1,,Yes,NCE,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,E,12/28/7,,12/13/14,ODE,1,,Yes,ODE,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,7/28/9,7566462,11/16/25,DP,1,,No,P:DP,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,7/28/9,7566714,11/17/24,U-989,1,,No,P:UCnew,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,10/28/9,7612073,11/17/24,U-1010,1,,No,P:UCnew,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,8/28/10,7727987,11/17/24,DP,1,,No,P:DP,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,6/28/11,7947681,11/17/24,U-1156,1,,No,P:UCnew,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,9/28/11,8003126,11/16/25,,1,,No,P,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,11/28/11,8067416,11/17/24,U-989,1,,No,P:UC,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,11/28/12,RE43797,11/17/24,U-1156,1,,No,P:UC,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,12/28/12,RE43797,11/17/24,U-1156,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,1/28/13,8318745,11/17/24,DP,1,,No,P:DP,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7566462,11/16/25,DP,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7566714,11/17/24,U-989,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7612073,11/17/24,U-1010,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7727987,11/17/24,DP,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7947681,11/17/24,U-1156,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7947681,11/17/24,U-1156,1,Y,No,DelistRequest,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,8003126,11/16/25,,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,8067416,11/17/24,U-989,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,8318745,11/17/24,DP,1,,No change,No change,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7566462*PED,5/16/26,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7566714*PED,5/17/25,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7612073*PED,5/17/25,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7727987*PED,5/17/25,,1,,No,P:PED,,null,,,
Sapropterin Dihydrochloride,22181,Kuvan,BIOMARIN PHARM,,P,4/28/14,7947681*PED,5/17/25,,1,,No,P:PED,,null,,,
