1 NDA #,2 Ingredient(s),3 Company,4 Product Name,5 Approval Date,6 First Cliff Expiration Date,7 Earliest Prot Date,8 Latest Prot Date,9 Additional Prot Time,10 Months of Additional Prot Time,11 Num Protections,12 Unique Patents,13 Orphan Drug Excl,14 Extensions,15 Num Patent Extensions,16 Num Exculsivity Extensions
205436,Tedizolid Phosphate,CUBIST PHARMS LLC,Sivextro,6/20/2014,12/31/1930,6/20/2019,12/31/1930,11 years6 months,138,5,1,0,0,0,0
205437,Apremilast,CELGENE CORP,Otezla,3/21/2014,3/21/2019,9/23/2017,5/29/1934,16 years8 months,200,22,0,0,2,2,0
205474,Guaifenesin; Hydrocodone Bitartrate,SOVEREIGN PHARMS,Obredon,11/14/2014,11/13/1935,11/13/1935,11/13/1935,0 years0 months,0,3,1,0,0,0,0
205488,Testosterone,AYTU,Natesto,5/28/2014,5/28/2017,5/28/2017,2/4/2024,6 years9 months,81,5,0,0,1,1,0
205489,Methylphenidate,NEOS THERAPS INC,Cotempla Xr-odt,6/19/2017,6/19/2020,6/19/2020,6/28/1932,12 years0 months,144,4,0,0,1,1,0
205494,Eliglustat Tartrate,GENZYME CORP,Cerdelga,8/19/2014,8/19/2021,8/19/2019,6/26/2026,6 years10 months,82,8,0,1,2,2,0
205525,Dronabinol,INSYS DEV CO INC,Syndros,7/1/2016,8/6/2028,8/6/2028,8/6/2028,0 years0 months,0,2,1,0,0,0,0
205551,Abacavir Sulfate; Dolutegravir Sodium; Lamivudine,VIIV HLTHCARE,Triumeo,8/22/2014,8/12/2018,3/28/2016,12/8/2029,13 years9 months,165,12,0,0,3,3,0
205552,Ibrutinib,PHARMACYCLICS INC,Imbruvica,11/13/2013,11/13/2020,2/12/2017,10/24/1934,17 years8 months,212,122,0,8,4,4,0
205555,Talc,NOVATECH SA,Steritalc,5/1/2017,5/1/2024,5/1/2024,5/1/2024,0 years0 months,0,2,0,2,0,0,0
205579,Dantrolene Sodium,EAGLE PHARMS,Ryanodex,7/22/2014,7/1/2025,7/22/2021,7/1/2025,4 years0 months,48,6,1,1,0,0,0
205580,Bendamustine Hydrochloride,EAGLE PHARMS,Bendamustine Hydrochloride,5/15/2018,8/11/1931,1/12/2026,8/11/1931,5 years7 months,67,10,1,0,0,0,0
205596,Posaconazole,MERCK SHARP DOHME,Noxafil,3/13/2014,3/13/2029,8/26/2014,2/27/1933,18 years6 months,222,8,1,0,2,2,0
205598,Macimorelin Acetate,NOVO,Macrilen,12/20/2017,12/20/2022,8/1/2022,10/12/2027,5 years2 months,62,4,0,1,1,1,0
205613,Budesonide,VALEANT PHARMS INTL,Uceris,10/7/2014,10/7/2017,12/19/2015,10/7/2017,1 years10 months,22,2,0,0,0,0,0
205625,Fluticasone Furoate,GLAXOSMITHKLINE,Arnuity Ellipta,8/20/2014,10/11/1930,2/23/2016,10/11/1930,14 years8 months,176,22,1,0,0,0,0
205636,Albuterol Sulfate,TEVA BRANDED PHARM,Proair Respiclick,3/31/2015,3/12/2018,12/18/2017,8/28/1935,17 years8 months,212,18,0,0,3,3,0
205637,Buprenorphine Hydrochloride; Naloxone Hydrochloride,BDSI,Bunavail,6/6/2014,8/20/1932,10/18/2016,4/24/1935,18 years6 months,222,7,1,0,1,1,0
205641,Memetasone Furoate,MERCK SHARP DOHME,Asmanex HFA,4/25/2014,8/27/2017,1/27/2014,8/27/2017,3 years7 months,43,7,1,0,0,0,0
205649,Dapagliflozin Propanediol; Metformin Hydrochloride,ASTRAZENECA AB,Xigduo Xr,10/29/2014,1/8/2019,1/8/2019,11/12/1930,11 years10 months,142,18,1,0,0,0,0
205677,Tasimelteon,VANDA PHARMS INC,Hetlioz,1/31/2014,1/31/2019,12/9/2017,2/12/1935,17 years2 months,206,14,0,1,4,4,0
205692,Insulin Glargine,ELI LILLY AND CO,Basaglar,12/16/2015,12/16/2018,12/16/2018,12/16/2018,0 years0 months,0,1,0,0,0,0,0
205703,Esmolol Hydrochloride,HQ SPCLT PHARMA,Esmolol Hydrochloride In Plastic Container,4/7/2016,3/15/1933,1/12/2021,3/15/1933,12 years2 months,146,6,1,0,0,0,0
205718,Netupitant; Palonosetron Hydrochloride,HELSINN HLTHCARE,Akynzeo,10/10/2014,10/10/2019,4/13/2015,9/25/1935,20 years5 months,245,11,0,0,2,2,0
205739,Patiromer Sorbitex Calcium,RELYPSA INC,Veltassa,10/21/2015,10/21/2020,10/21/2020,10/8/1933,13 years0 months,156,12,0,0,2,2,0
205747,Insulin Lispro Recombinant,ELI LILLY AND CO,Humalog Kwikpen,5/26/2015,8/9/2024,6/11/2018,8/9/2024,6 years2 months,74,5,1,0,0,0,0
205750,Cholic Acid,RTRX,Cholbam,3/17/2015,3/17/2022,3/17/2020,3/17/2022,2 years0 months,24,3,0,1,0,0,0
205755,Ceritinib,NOVARTIS,Zykadia,4/29/2014,6/29/1930,4/29/2019,2/2/1932,12 years10 months,154,17,1,2,1,1,0
205776,Methotrexate,MEDEXUS,Rasuvo,7/10/2014,6/1/2029,6/1/2029,6/1/2029,0 years0 months,0,1,1,0,0,0,0
205777,Naloxone Hydrochloride; Oxycodone Hydrochloride,PURDUE PHARMA LP,Targiniq,7/23/2014,3/30/2025,7/23/2017,3/30/2025,7 years8 months,92,26,1,0,0,0,0
205786,Raltegravir Potassium,MERCK SHARP DOHME,Isentress,12/20/2013,12/20/2016,12/20/2016,9/11/2029,12 years9 months,153,16,0,0,2,2,0
205787,Naloxone Hydrochloride,KALEO INC,Evzio,4/3/2014,2/4/1932,11/23/2024,7/18/1934,9 years8 months,116,27,1,0,1,1,0
205831,Methylphenidate Hydrochloride,RHODES PHARMS,Aptensio XR,4/17/2015,4/17/2018,4/17/2018,4/12/2022,4 years0 months,48,11,0,0,1,1,0
205832,Nintedanib Esylate,BOEHRINGER INGELHEIM,Ofev,10/15/2014,2/21/2024,12/10/2014,6/7/2029,14 years6 months,174,7,1,1,0,0,0
205834,Ledipasvir; Sofosbuvir,GILEAD SCIENCES INC,Harvoni,10/10/2014,10/10/2019,11/12/2018,1/30/1934,15 years2 months,182,28,0,1,3,3,0
205836,Brivaracetam,UCB INC,Briviact,2/18/2016,2/21/2021,2/18/2021,5/12/2021,0 years3 months,3,14,1,0,1,0,1
205837,Brivaracetam,UCB INC,Briviact,2/18/2016,2/21/2021,2/18/2021,5/12/2021,0 years3 months,3,11,1,0,1,0,1
205838,Brivaracetam,UCB INC,Briviact,2/18/2016,2/21/2021,2/18/2021,5/12/2021,0 years3 months,3,14,1,0,1,0,1
205858,Idelalisib,GILEAD SCIENCES INC,Zydelig,7/23/2014,7/23/2019,7/23/2019,9/2/1933,14 years2 months,170,18,0,1,3,3,0
205874,Ferric Citrate,KERYX BIOPHARMS,Ferric Citrate,9/5/2014,4/21/2026,2/3/2017,7/21/1930,13 years5 months,161,15,1,0,1,1,0
205879,Canagliflozin Metformin Hydrochloride,JANSSEN PHARMS,Invokamet Xr,9/20/2016,5/20/2019,8/8/2017,2/26/2029,11 years6 months,138,22,1,0,0,0,0
205919,Mercaptopurine,NOVA LABS LTD,Purixan,4/28/2014,4/28/2021,4/28/2021,4/28/2021,0 years0 months,0,1,0,1,0,0,0
205920,Epinephrine,ARMSTRONG PHARMS,Primatene Mist,11/7/2018,11/7/2021,11/7/2021,1/26/2026,4 years2 months,50,2,0,0,1,1,0
205934,Docetaxel,TEIKOKU PHARMA,Docetaxel,12/22/2015,9/30/1933,9/30/1933,9/30/1933,0 years0 months,0,2,1,0,0,0,0
206030,Carbamazepine,LUNDBECK PHARMS LLC,Carnexiv,10/7/2016,3/13/2029,10/7/2023,2/27/1933,9 years4 months,112,9,1,1,1,1,0
206038,Ivacaftor; Lumacaftor,VERTEX PHARMS INC,Orkambi,7/2/2015,12/11/1930,9/28/2019,12/11/1930,11 years3 months,135,39,1,3,0,0,0
206073,Empagliflozin; Linagliptin,BOEHRINGER INGELHEIM,Glyxambi,1/30/2015,8/1/2019,5/2/2016,6/11/1934,18 years1 months,217,24,0,0,2,2,0
206099,Sumatriptan Succinate,CURRAX,Onzetra Xsail,1/27/2016,12/6/1930,3/3/2020,10/20/1934,14 years7 months,175,22,1,0,1,1,0
206110,Caspofungin Acetate,FRESENIUS KABI USA,Caspofungin Acetate,12/30/2016,12/21/1932,12/21/1932,12/21/1932,0 years0 months,0,1,1,0,0,0,0
206111,Empagliflozin; Metformin Hydrochloride,BOEHRINGER INGELHEIM,Synjardy,8/26/2015,8/1/2019,8/26/2018,4/15/2027,8 years8 months,104,6,0,0,1,1,0
206143,Ivabradine Hydrochloride,AMGEN INC,Corlanor,4/15/2015,4/17/2026,4/15/2020,4/17/2026,6 years0 months,72,5,1,0,0,0,0
206162,Olaparib,ASTRAZENECA PHARMS,Olaparib,12/19/2014,12/19/2019,12/19/2019,8/4/1931,11 years8 months,140,9,0,1,1,1,0
206185,Latanoprost,SUN PHARMA GLOBAL,Xelpros,9/12/2018,4/20/1935,10/15/2028,4/20/1935,6 years6 months,78,3,1,0,0,0,0
206192,Cobimetinib Fumarate,GENENTECH INC,Cotellic,11/10/2015,11/10/2020,11/10/2020,2/1/2027,6 years3 months,75,4,0,1,1,1,0
206229,Levonorgestrel,MEDICINES360,Liletta,2/26/2015,2/26/2018,2/26/2018,3/22/1934,16 years1 months,193,2,0,0,1,1,0
206255,Ivermectin,GALDERMA LABS LP,Soolantra,12/19/2014,12/19/2017,12/19/2017,3/13/1934,16 years3 months,195,13,0,0,2,2,0
206256,Belinostat,ACROTECH,Beleodaq,7/3/2014,9/27/2021,7/3/2019,10/27/2027,8 years3 months,99,4,1,1,1,1,0
206276,Olopatadine Hydrochloride,NOVARTIS,Pazeo,1/30/2015,7/30/2018,1/30/2018,5/19/1932,14 years4 months,172,4,0,0,1,1,0
206302,Nebivolol Hydrochloride; Valsartan,ALLERGAN,Byvalson,6/3/2016,10/4/2027,6/3/2019,10/4/2027,8 years4 months,100,3,1,0,0,0,0
206307,Finafloxacin,MERLION PHARMS GMBH,Xtoro,12/17/2014,6/17/2020,4/12/2017,11/21/1933,16 years7 months,199,7,0,0,2,2,0
206316,Edoxaban Tosylate,DAIICHI SANKYO INC,Savaysa,1/8/2015,6/12/2023,1/8/2020,3/28/2028,8 years2 months,98,3,1,0,1,1,0
206317,Ferric Pyrophosphate Citrate,ROCKWELL MEDICAL INC,Triferic,1/23/2015,4/17/2029,12/31/2016,4/17/2029,12 years4 months,148,3,1,0,0,0,0
206321,Lanreotide Acetate,NOVO,Saxenda,12/23/2014,1/25/2017,1/25/2015,1/9/1937,22 years0 months,264,23,1,0,3,3,0
206323,Chlorpheniramine Maleate; Codeine Phosphate,MAINPOINTE,Codeine Phosphate and Chlorpheniramine Maleate,6/22/2015,1/3/1932,4/6/2019,1/3/1932,12 years9 months,153,4,1,0,0,0,0
206333,Deoxycholic Acid,KYTHERA BIOPHARMS,Kybella,4/29/2015,3/2/1930,2/8/2025,3/2/1930,5 years1 months,61,14,1,0,0,0,0
206334,Oritavancin Diphosphate,MELINTA THERAP,Orbactiv,8/6/2014,8/6/2024,11/24/2015,7/16/1935,19 years8 months,236,10,0,0,2,2,0
206352,Atazanavir Sulfate,BRISTOL MYERS SQUIBB,Reyataz,6/2/2014,12/21/2018,6/2/2017,6/21/2019,2 years0 months,24,12,1,0,1,1,0
206353,Atazanavir Sulfate; Cobicistat,BRISTOL-MYERS SQUIBB,Evotaz,1/29/2015,9/3/2029,6/20/2017,10/4/1932,15 years4 months,184,9,1,0,1,1,0
206356,Nitisinone,SWEDISH ORPHAN,Orfadin,4/22/2016,2/2/1933,9/1/2020,2/28/1933,12 years5 months,149,3,1,0,1,1,0
206406,Tacrolimus,VELOXIS PHARMS INC,Envarsus XR,7/10/2015,7/10/2022,7/10/2022,5/30/2028,5 years10 months,70,16,0,1,2,2,0
206426,Peramivir,BIOCRYST,Rapivab,12/19/2014,5/7/2027,12/17/2018,5/7/2027,8 years5 months,101,6,1,0,0,0,0
206439,Donepezil Hydrochloride; Memantine Hydrochloride,ALLERGAN,Namzaric,12/23/2014,3/24/1930,4/11/2015,3/24/1930,14 years11 months,179,54,1,0,0,0,0
206488,Eteplirsen,SAREPTA THERAPS INC,Exondys 51,9/19/2016,9/19/2021,5/4/2021,3/14/1934,12 years10 months,154,10,0,1,2,2,0
206494,Avibactam Sodium; Ceftazidime,ALLERGAN,Avycaz,2/25/2015,6/15/1932,6/22/2019,6/15/1932,13 years0 months,156,13,1,0,0,0,0
206500,Rolapitant Hydrochloride,TERSERA THERAPS LLC,Varubi,9/1/2015,10/9/2029,9/1/2020,10/9/2029,9 years1 months,109,13,1,0,0,0,0
206510,Lamivudine; Raltegravir Potassium,MERCK SHARP DOHME,Dutrebis,2/6/2015,3/11/2029,10/21/2022,9/11/2029,6 years11 months,83,13,1,0,1,1,0
206538,Insulin Glargine Recombinant,SANOFI US SERVICES,Toujeo Solostar,2/25/2015,2/25/2018,2/25/2018,5/18/1931,13 years3 months,159,41,0,0,2,2,0
206544,Morphine Sulfate,DAIICHI SANKYO INC,Morphabond,10/2/2015,8/12/2028,10/2/2018,8/12/2028,9 years10 months,118,3,1,0,0,0,0
206619,Dasabuvir Sodium ; Ombitasvir; Paritaprevir; Ritonavir,ABBVIE INC,Viekira Pak (Copackaged),12/19/2014,12/19/2019,6/26/2016,10/18/1933,17 years4 months,208,24,0,0,2,2,0
206627,Hydrocodone Bitartrate,PURDUE PHARMA LP,Hysingla,11/20/2014,12/21/1931,10/30/2020,12/21/1931,11 years2 months,134,40,1,0,0,0,0
206628,Dexmedetomidine Hydrochloride,HQ SPCLT PHARMA,Dexmedetomidine Hydrochloride,10/21/2015,4/20/1936,4/20/1936,4/20/1936,0 years0 months,0,2,1,0,0,0,0
206679,Simvastatin,TCG FLUENT PHARMA,Simvastatin,4/21/2016,2/23/1930,2/23/1930,2/23/1930,0 years0 months,0,1,1,0,0,0,0
206709,Stiripentol,BIOCODEX SA,Diacomit,8/20/2018,8/20/2025,8/20/2023,8/20/2025,2 years0 months,24,2,0,1,0,0,0
206756,Olodaterol Hydrochloride,BOEHRINGER INGELHEIM,Stiolto Respimat,5/21/2015,7/31/2019,5/31/2016,10/16/1930,14 years5 months,173,47,1,0,0,0,0
206829,Ceftolozane Sulfate; Tazobactam Sodium,CUBIST PHARMS LLC,Zerbaxa,12/19/2014,5/28/1934,12/19/2019,8/14/1935,15 years8 months,188,11,1,0,1,1,0
206843,Daclatasvir Dihydrochloride,BRISTOL-MYERS SQUIBB,Daklinza,7/24/2015,7/24/2020,2/5/2019,6/13/1931,12 years4 months,148,13,0,0,1,1,0
206910,Deferasirox,NOVARTIS PHARMS CORP,Jadenu,3/30/2015,4/5/2019,6/24/2017,11/21/1934,17 years5 months,209,5,1,2,2,1,1
206911,Bromfenac Sodium,SUN PHARMA GLOBAL,Bromsite,4/8/2016,9/3/2029,4/8/2019,9/3/2029,10 years5 months,125,3,1,0,0,0,0
206940,Eluxadoline,ALLERGAN HOLDINGS,Viberzi,5/27/2015,5/27/2020,5/27/2020,3/14/1933,12 years10 months,154,13,0,0,2,2,0
206947,Lenvatinib Mesylate,EISAI INC,Lenvima,2/13/2015,9/19/2026,5/13/2019,7/27/2027,8 years2 months,98,8,1,2,1,1,0
206976,Diclofenac Epolamine,IBSA INST BIO,Licart,12/19/2018,12/19/2021,12/19/2021,12/19/2021,0 years0 months,0,1,0,0,0,0,0
206995,Gefitinib,ASTRAZENECA PHARMS,Iressa,7/13/2015,7/13/2018,5/5/2017,7/13/2022,5 years2 months,62,4,1,1,1,0,1
207026,Calcium Chloride; Magnesium Chloride; Potassium Chloride; Sodium Bicarbonate; Sodium Chloride; Sodium Phosphate,BAXTER HLTHCARE CORP,"Phoxillium BK 4/2.5 in Plastic Container, Phoxillium B22K 4/9 in Plastic Container",1/13/2015,1/13/2022,1/13/2022,1/13/2022,0 years0 months,0,1,0,1,0,0,0
207027,Eltrombopag Olamine,NOVARTIS,Promacta,8/24/2015,12/11/2018,11/20/2015,1/13/2026,10 years2 months,122,31,0,2,2,2,0
207071,Azelaic Acid,LEO PHARMA AS,Finacea,7/29/2015,7/29/2018,7/29/2018,2/28/2029,10 years7 months,127,10,0,0,3,3,0
207078,Sodium Zirconium Cyclosilicate,ASTRAZENECA PHARMS,Lokelma,5/18/2018,10/14/1935,3/29/2019,10/14/1935,16 years7 months,199,8,1,0,0,0,0
207103,Palbociclib,PFIZER INC,Ibrance,2/3/2015,1/22/2023,2/19/2019,1/22/2023,3 years11 months,47,8,1,0,0,0,0
207145,Safinamide Mesylate,US WORLDMEDS LLC,Xadago,3/21/2017,3/21/2022,3/21/2022,12/10/2028,6 years9 months,81,4,0,0,1,1,0
207154,Dapsone,ALMIRALL,Aczone,2/24/2016,11/18/2023,9/11/2016,11/18/1933,17 years2 months,206,6,1,0,1,1,0
207155,Melphalan Hydrochloride,ACROTECH,Evomela,3/10/2016,3/13/2029,3/10/2023,1/30/1934,10 years10 months,130,5,1,1,2,2,0
207202,Aripiprazole,OTSUKA PHARM CO LTD,Abilify Mycite Kit,11/13/2017,7/27/2020,12/5/2017,9/19/1934,16 years9 months,201,37,0,0,1,1,0
207223,Stiripentol,BIOCODEX SA,Diacomit,8/20/2018,8/20/2025,8/20/2023,8/20/2025,2 years0 months,24,2,0,1,0,0,0
207233,Meloxicam,ZYLA,Vivlodex,10/22/2015,10/22/2018,10/22/2018,3/31/1935,16 years5 months,197,3,0,0,2,2,0
207318,Pimavanserin Tartrate,ACADIA PHARMS INC,Nuplazid,4/29/2016,4/29/2021,12/13/2020,6/3/2028,7 years6 months,90,15,0,0,1,1,0
207356,Amikacin Sulfate,INSMED INC,Arikayce Kit,9/28/2018,5/15/1935,4/8/2024,5/15/1935,11 years1 months,133,10,1,1,0,0,0
207500,Isavuconazonium Sulfate,ASTELLAS,Cresemba,3/6/2015,3/6/2025,3/6/2020,3/6/2027,7 years0 months,84,7,1,2,1,0,1
207501,Isavuconazonium Sulfate,ASTELLAS,Cresemba,3/6/2015,3/6/2025,3/6/2020,3/6/2027,7 years0 months,84,7,1,2,1,0,1
207533,Aripiprazole Lauroxil,ALKERMES INC,Aristada,10/5/2015,11/7/1932,10/5/2020,3/19/1935,14 years5 months,173,15,1,0,2,2,0
207561,Cobicistat; Elvitegravir; Emtricitabine; Tenofovir Alafenamide Fumarate,GILEAD SCIENCES INC,Genvoya,11/5/2015,8/15/1932,9/29/2015,10/4/1932,17 years1 months,205,28,1,0,2,2,0
207589,Betamethasone Dipropionate; Calcipotriene,LEO PHARMA AS,Enstilar,10/16/2015,6/10/1931,10/16/2018,6/10/1931,12 years8 months,152,5,1,0,0,0,0
207620,Sacubitril; Valsartan,NOVARTIS PHARMS CORP,Entresto,7/7/2015,11/27/2023,7/7/2020,5/27/2027,6 years10 months,82,7,1,0,1,1,0
207621,Naltrexone Hydrochloride; Oxycodone Hydrochloride,PFIZER INC,Troxyca Er,8/19/2016,8/19/2019,8/19/2019,12/12/2027,8 years4 months,100,3,0,0,1,1,0
207648,Fish Oil; Medium Chain Triglycerides; Olive Oil; Soybean Oil,FRESENIUS KABI USA,Smoflipid 20%,7/13/2016,7/13/2021,7/13/2021,7/13/2021,0 years0 months,0,1,0,0,0,0,0
207695,Crisaborole,ANACOR PHARMS INC,Eucrisa,12/14/2016,1/20/1930,12/14/2021,1/20/1930,8 years1 months,97,5,1,0,0,0,0
207768,Chlorpheniramine Polistirex; Codeine Polistirex,AYTU,Tuzistra XR,4/30/2015,3/29/2029,3/15/2027,3/29/2029,2 years0 months,24,2,1,0,0,0,0
207793,Irinotecan Hydrochloride,IPSEN INC,Onivyde,10/22/2015,10/22/2018,10/22/2018,6/12/1933,14 years8 months,176,17,0,1,2,2,0
207795,Latanoprostene Bunod,BAUSCH AND LOMB,Vyzulta,11/2/2017,10/3/2025,6/17/2018,10/3/2025,7 years4 months,88,5,1,0,0,0,0
207865,Aprepitant,MSD MERCK CO,EMEND,12/17/2015,8/28/2018,7/1/2018,9/26/2027,9 years2 months,110,3,0,0,1,1,0
207916,Acetylcysteine,ARBOR PHARMS LLC,Cetylev,1/29/2016,5/9/1932,5/8/1932,5/9/1932,0 years0 months,0,4,1,0,0,0,0
207917,Adapalene; Benzoyl Peroxide,GALDERMA LABS,Epiduo Forte,7/15/2015,7/12/2027,7/15/2018,7/12/2027,9 years0 months,108,12,1,0,0,0,0
207920,Esomeprazole Magnesium,ASTRAZENECA LP,Nexium 24HR,11/23/2015,5/3/2020,5/4/2016,5/3/2020,4 years0 months,48,10,1,0,0,0,0
207921,Beclomethasone Dipropionate,NORTON WATERFORD,Qvar Redihaler,8/3/2017,7/17/1931,12/18/2017,7/17/1931,13 years7 months,163,7,1,0,0,0,0
207923,Glycopyrrolate,SUNOVION PHARMS INC,Seebri,10/29/2015,10/20/2028,1/31/2016,10/20/2028,12 years9 months,153,16,1,0,0,0,0
207924,Baricitinib,ELI LILLY AND CO,Olumiant,5/31/2018,5/31/2023,5/31/2023,6/8/1930,7 years1 months,85,3,0,0,1,1,0
207925,Ivacaftor,VERTEX PHARMS INC,Kalydeco,3/17/2015,2/27/1933,1/31/2017,2/27/1933,16 years1 months,193,20,1,5,0,0,0
207930,Glycopyrrolate ; Indacaterol Maleate,SUNOVION PHARMS INC,Utibron,10/29/2015,10/20/2028,1/31/2016,10/20/2028,12 years9 months,153,24,1,0,1,1,0
207931,Ombitasvir; Paritaprevir; Ritonavir,ABBVIE INC,Technivie,7/24/2015,4/13/1932,6/26/2016,4/13/1932,15 years10 months,190,22,1,0,0,0,0
207932,Buprenorphine Hydrochloride,BDSI,Belbuca,10/23/2015,10/23/2018,10/18/2016,12/21/1932,16 years2 months,194,6,0,0,2,2,0
207946,Paliperidone Palmitate,JANSSEN PHARMS,Invega Trinza,5/18/2015,5/18/2018,5/12/2017,4/5/1936,18 years11 months,227,5,1,0,1,1,0
207947,Selexipag,ACTELION PHARMS LTD,Uptravi,12/21/2015,12/21/2020,12/21/2020,8/1/1930,9 years8 months,116,6,0,1,1,1,0
207953,Trabectedin,JANSSEN PRODS,Yondelis,10/23/2015,10/23/2020,10/23/2020,7/7/2028,7 years9 months,93,11,0,2,2,2,0
207958,Levetiracetam,APRECIA PHARMS,Spritam,7/31/2015,2/20/2018,2/20/2018,3/14/1934,16 years1 months,193,7,1,0,1,1,0
207960,Methylphenidate Hydrochloride,NEXTWAVE PHARMS,Quillichew ER,12/4/2015,4/14/1933,12/4/2018,8/14/1933,14 years8 months,176,8,1,0,1,1,0
207962,Lidocaine,SCILEX PHARMS INC,Ztlido,2/28/2018,5/10/1931,2/28/2021,5/10/1931,10 years3 months,123,4,1,0,0,0,0
207964,Chlorhexidine Gluconate,MEDLINE INDUSTRIES,Readyprep Chg,11/20/2018,11/20/2021,11/20/2021,11/20/2021,0 years0 months,0,1,0,0,0,0,0
207968,Deferasirox,NOVARTIS,Jadenu Sprinkle,5/18/2017,4/5/2019,4/5/2019,4/5/2019,0 years0 months,0,1,1,0,0,0,0
207975,Hydrocodone Bitartrate,TEVA BRANDED PHARM,Vantrela Er,1/17/2017,7/31/2029,9/13/2027,7/31/2029,1 years10 months,22,3,1,0,0,0,0
207981,Tipiracil Hydrochloride; Trifluridine,TAIHO ONCOLOGY,Lonsurf,9/22/2015,9/22/2020,3/28/2016,6/17/1934,18 years3 months,219,6,1,0,0,0,0
207986,Ciprofloxacin,OTONOMY INC,Otiprio,12/10/2015,7/1/1935,3/2/2021,7/1/1935,14 years4 months,172,6,1,0,0,0,0
207987,Alcohol,BELCHER PHARMS LLC,Ablysinol,6/21/2018,12/10/2018,12/10/2018,6/21/2025,6 years6 months,78,2,0,1,0,0,0
207988,Lesinurad,IRONWOOD PHARMS INC,Zurampic,12/22/2015,12/22/2020,12/22/2020,2/29/1932,11 years2 months,134,13,0,0,1,1,0
207997,Midostaurin,NOVARTIS,Rydapt,4/28/2017,4/28/2022,4/28/2022,12/2/1930,8 years8 months,104,5,0,1,1,1,0
207999,Obeticholic Acid,INTERCEPT PHARMS INC,Ocaliva,5/27/2016,6/17/1933,5/27/2021,4/26/1936,14 years11 months,179,9,1,1,1,1,0
208010,Calcifediol,OPKO IRELAND GLOBAL,Rayaldee,6/17/2016,8/27/2028,6/17/2019,3/14/1934,14 years9 months,177,17,1,0,1,1,0
208026,Linagliptin; Metformin Hydrochloride,BOEHRINGER INGELHEIM,Jentadueto Xr,5/27/2016,6/4/1930,9/19/2016,3/6/1933,16 years6 months,198,19,1,0,1,1,0
208030,Deferiprone,APOPHARMA INC,Ferriprox,9/9/2015,10/29/2029,10/14/2016,10/29/2029,13 years0 months,156,4,1,1,0,0,0
208032,Oxymetazoline Hydrochloride; Tetracaine Hydrochloride,ST RENATUS,Kovanaze,6/29/2016,6/29/2019,6/29/2019,4/2/1930,10 years10 months,130,4,0,0,1,1,0
208051,Neratinib Maleate,PUMA BIOTECH,Nerlynx,7/17/2017,11/20/1930,9/24/2019,11/20/1930,11 years2 months,134,10,1,0,0,0,0
208054,Fluciclovine F-18,BLUE EARTH,Axumin,5/27/2016,5/27/2021,11/9/2016,12/30/1935,19 years1 months,229,8,0,0,2,2,0
208056,Dexlansoprazole,TAKEDA PHARMS USA,Dexilant Solutab,1/26/2016,3/10/2029,5/26/2018,3/10/2029,10 years10 months,130,31,1,0,0,0,0
208065,Osimertinib Mesylate,ASTRAZENECA PHARMS,Tagrisso,11/13/2015,8/8/1932,11/13/2020,8/8/1932,11 years9 months,141,9,1,3,0,0,0
208073,Lifitegrast,NOVARTIS,Xiidra,7/11/2016,7/25/1933,7/11/2021,7/25/1933,12 years0 months,144,16,1,0,0,0,0
208078,Amifampridine Phosphate,CATALYST PHARMS,Firdapse,11/28/2018,11/28/2023,11/28/2023,11/28/2025,2 years0 months,24,2,0,1,1,0,1
208079,Betamethasone Dipropionate,ENCORE DERMAT,Sernivo,2/5/2016,8/31/1930,8/31/2020,8/31/1930,10 years0 months,120,6,1,0,0,0,0
208081,Aminolevulinic Acid Hydrochloride,BIOFRONTERA,Ameluz,5/10/2016,5/10/2019,5/10/2019,11/12/2019,0 years6 months,6,2,0,0,1,1,0
208082,Deutetrabenazine,TEVA BRANDED PHARM,Austedo,4/3/2017,9/18/1933,8/30/2020,9/18/1933,13 years1 months,157,10,1,1,0,0,0
208090,Oxycodone,COLLEGIUM PHARM INC,Xtampza Er,4/26/2016,4/26/2019,4/26/2019,9/2/1936,17 years5 months,209,22,1,0,2,2,0
208114,Defibrotide Sodium,JAZZ PHARMS INC,Defitelio,3/30/2016,3/30/2021,3/30/2021,3/30/2023,2 years0 months,24,2,0,1,1,0,1
208144,Brimonidine Tartrate,BAUSCH AND LOMB INC,Lumify,12/22/2017,12/22/2020,12/22/2020,7/14/1930,9 years7 months,115,2,0,0,1,1,0
208147,Amphetamine,TRIS PHARMA INC,Dyanavel XR,10/19/2015,3/29/2029,10/19/2018,3/29/2029,10 years5 months,125,7,1,0,0,0,0
208159,Uridine Triacetate,WELLSTAT THERAP,Vistogard,12/11/2015,8/17/2027,10/19/2016,8/17/2027,10 years10 months,130,7,1,1,0,0,0
208169,Uridine Triacetate,WELLSTAT THERAP,Xuriden,9/4/2015,9/4/2022,7/10/2018,9/4/2022,4 years2 months,50,4,0,1,0,0,0
208183,Halobetasol Propionate,SUN PHARM INDUSTRIES,Ultravate,11/6/2015,6/19/1933,11/6/2018,6/19/1933,14 years7 months,175,2,1,0,0,0,0
208194,Bendamustine Hydrochloride,EAGLE PHARMS,Bendeka,12/7/2015,3/15/1933,12/7/2022,3/15/1933,10 years3 months,123,25,1,1,0,0,0
