Drug,Patent/ appln.No.,Assignee,Condition(s) Treated,Drug Type,Family,Priority Date,File Date,Publication/Granted/Re-Issued Date,Expiry Date,Status,Patent Type,Description,Before/After FDA Approval,Orange / Purple Book,Google Patents URL
Stelara,US20210030967A1,Janssen Pharmaceuticals,Psoriasis,Biologic,43,7/31/2019,7/28/2020,2/4/2021,,Pending,Device,"The application claims an  injection device with a discharge nozzle, wherein the injection device contains ustekinumab (Stelara).",After,No,https://patents.google.com/patent/US20210030967A1/en?oq=US20210030967A1
Stelara,US20210115129A1,Janssen Biotech,Psoriasis,Biologic,25,10/18/2019,10/16/2020,4/22/2021,,Pending,Formulation / Combination,The application claims a pharmaceutical composition of an anti-IL-12/IL-23p40 antibody  and methods for treating severely active ulcerative colitis.,After,No,https://patents.google.com/patent/US20210115129A1/en?oq=US20210115129A1
Stelara,US20210171622A1,Janssen Biotech,Psoriasis,Biologic,23,9/24/2018,2/11/2021,6/10/2021,,Pending,Formulation / Combination,The application claims a  pharmaceutical composition of an anti-IL-12/IL-23p40 antibody for use in treating a subject with moderately to severely active ulcerative colitis. ,After,No,https://patents.google.com/patent/US20210171622A1/en?oq=US20210171622A1
Stelara,US20210318334A1,Janssen Biotech,Psoriasis,Biologic,26,4/14/2020,4/13/2021,10/14/2021,,Pending,Method of Diagnosis,The application claims method for predicting exposure of an immunoglobulin G (IgG) therapeutic protein in a human patient in need of treatment with the IgG therapeutic protein.,After,No,https://patents.google.com/patent/US20210318334A1/en?oq=US20210318334A1
Stelara,US20210332124A1,Janssen Biotech,Psoriasis,Biologic,22,4/20/2018,7/2/2021,10/28/2021,,Pending,Method of Production / Process,"The application claims a system for producing an anti-IL-12/IL-23p40 antibody, a specific pharmaceutical composition of the antibody, and an antigen binding fragment thereof.",After,No,https://patents.google.com/patent/US20210332124A1/en?oq=US20210332124A1
Stelara,US20220002805A1,Janssen Biotech,Psoriasis,Biologic,30,11/15/2018,11/14/2019,1/6/2022,,Pending,Method of Diagnosis,The application claims a method of predicting a response of a subject diagnosed with an inflammatory bowel disease (IBD) to an anti-interleukin (IL) treatment of the IBD.,After,No,https://patents.google.com/patent/US20220002805A1/en?oq=US20220002805A1
Stelara,US20220025035A1,Janssen Biotech,Psoriasis,Biologic,28,7/13/2020,7/13/2021,1/27/2022,,Pending,Method of Treatment,"The application claims a method of treating psoriatic arthritis in a subject in need thereof, comprising subcutaneously administering to the subject about 50 mg to about 150 mg of an anti-IL-23 antibody once every 4 weeks.",After,No,https://patents.google.com/patent/US20220025035A1/en?oq=US20220025035A1
Stelara,US20220073603A1,Janssen Biotech,Psoriasis,Biologic,24,7/30/2020,7/30/2021,3/10/2022,,Pending,Formulation / Combination,"The application claims a pharmaceutical composition of an anti-IL-12/IL-23p40 antibody and a method of method of selling a drug product comprising ustekinumab, comprising manufacturing ustekinumab; promoting that a therapy comprising ustekinumab is safe and effective for treatment of a pediatric patients from 6 years to less than 12 years old with moderate to severe plaque psoriasis who are candidates for phototherapy or systemic therapy.",After,No,https://patents.google.com/patent/US20220073603A1/en?oq=US20220073603A1
Stelara,US20220089716A1,Janssen Biotech,Psoriasis,Biologic,22,4/20/2018,12/8/2021,3/24/2022,,Pending,Method of Production / Process,The application claims a method of operation of chromatography to purity antibodies.,After,No,https://patents.google.com/patent/US20220089716A1/en?oq=US20220089716A1
Stelara,US20220112282A1,Janssen Biotech,Psoriasis,Biologic,27,10/9/2020,10/7/2021,4/14/2022,,Pending,Method of Treatment,"The application claims a method of treating Crohn's disease in a subject in need thereof, comprising: performing endoscopy on the subject prior to treatment to measure baseline simple endoscopic score for Crohn's disease (SES-CD) and baseline CDAI; administering to the subject a pharmaceutical composition comprising a clinically proven safe and clinically proven effective amount of an anti-IL-12/IL-23p40 antibody.",After,No,https://patents.google.com/patent/US20220112282A1/en?oq=US20220112282A1
Stelara,US6902734B2,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,8/1/2001,6/7/2005,9/25/2023,Active,Product,"The patent claims cover an isolated anti-IL-12 antibody, comprising a heavy chain variable region (VH) of the amino acid sequence set forth in SEQ ID NO:7 and a light chain variable region (VL) of the amino acid sequence set forth in SEQ ID NO:8.",Before,No,https://patents.google.com/patent/US6902734B2/en?oq=US6902734B2
Stelara,US6914128 ,Abbott & AbbVie Deutschland,Psoriasis,Biologic,12,3/25/1999,3/24/2000,7/5/2005,3/24/2020,Expired,Product,"The patent claims cover an  isolated human antibody, or antigen-binding portion thereof that binds to human IL-12 and dissociates from human IL-12 with a K4 of 1×10−10M or less and a koff rate constant of 1×10−3 s−1 or less, as determined by surface plasmon resonance. ",Before,No,https://patents.google.com/patent/US6914128B1/en?oq=US6914128+
Stelara,US7063964 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,10/28/2004,6/20/2006,8/1/2021,Expired,Product,The patent claims cover an isolated nucleic acid molecule encoding an anti-IL-12 antibody comprising a heavy chain variable region (VH) of the amino acid sequence set forth in SEQ ID NO:7 and a light chain variable region (VL) of the amino acid sequence set forth in SEQ ID NO:8 and a method for producing an anti-IL-12 antibody.,Before,No,https://patents.google.com/patent/US7063964B2/en?oq=US7063964+
Stelara,US7166285 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,10/28/2004,1/23/2007,5/3/2022,Expired,Product,"The patent claims cover an isolated anti-IL-12 antibody, comprising a heavy chain complementarity determining region 1 (CDR1) of the amino acid sequence set forth in SEQ ID NO:1, a heavy chain complementarity determining region 2 (CDR2) of the amino acid sequence set forth in SEQ ID NO:2, a heavy chain complementarity determining region 3 (CDR3) of the amino acid sequence set forth in SEQ ID NO:3, a light chain complementarity determining region 1 (CDR1) of the amino acid sequence set forth in SEQ ID NO:4, a light chain complementarity determining region 2 (CDR2) of the amino acid sequence set forth in SEQ ID NO:5, and a light chain complementarity determining region 3 (CDR3) of the amino acid sequence set forth in SEQ ID NO:6.",Before,No,https://patents.google.com/patent/US7166285B2/en?oq=US7166285+
Stelara,US7279157 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,10/28/2004,10/9/2007,1/13/2022,Expired,Method of Treatment,"The patent claims cover a method for treating psoriasis in an animal, comprising: contacting or administering a composition comprising an effective amount of an isolated anti-IL-12 antibody comprising a heavy chain variable region (VH) of the amino acid sequence set forth in SEQ ID NO:7 and a light chain variable region (VL) of the amino acid sequence set forth in SEQ ID NO:8, with, or to, said animal.",Before,No,https://patents.google.com/patent/US7279157B2/en?oq=US7279157+
Stelara,US7504485 ,Abbott & AbbVie Deutschland,Psoriasis,Biologic,12,3/25/1999,7/1/2004,3/17/2009,11/19/2021,Expired,Formulation / Combination,"The patent claims cover a pharmaceutical composition comprising an isolated human antibody, or antigen-binding portion thereof, which is capable of binding to an epitope of the p40 subunit of IL-12, and further comprising an additional agent. ",Before,No,https://patents.google.com/patent/US7504485B2/en?oq=US7504485+
Stelara,US7560247 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,1/29/2007,7/14/2009,8/8/2021,Expired,Product,"The patent claims cover an isolated nucleic acid molecule encoding an anti-IL-12 antibody, comprising a nucleic acid sequence encoding a heavy chain complementarity determining region 1 (CDR1) amino acid sequence of SEQ ID NO:1, a heavy chain complementarity determining region 2 (CDR2) amino acid sequence of SEQ ID NO:2, a heavy chain complementarity determining region 3 (CDR3) amino acid sequence of SEQ ID NO:3, a light chain complementarity determining region 1 (CDR1) amino acid sequence of SEQ ID NO:4, a light chain complementarity determining region 2 (CDR2) amino acid sequence of SEQ ID NO:5, and a light chain complementarity determining region 3 (CDR3) amino acid sequence of SEQ ID NO:6. ",Before,No,https://patents.google.com/patent/US7560247B2/en?oq=US7560247+
Stelara,US7736650,Janssen Biotech,Psoriasis,Biologic,11,12/21/2004,12/21/2005,6/15/2010,10/2/2026,Active,Product,The patent claims cover an expression vector comprising the nucleic acid sequence of SEQ ID NO: 11. ,Before,No,https://patents.google.com/patent/US7736650B2/en?oq=US7736650
Stelara,US7883704 ,Abbott & AbbVie Deutschland,Psoriasis,Biologic,12,3/25/1999,12/22/2006,2/8/2011,5/1/2021,Expired,Method of Treatment,"The patent claims cover a method for inhibiting the activity of the p40 subunit of IL-12 in a human subject suffering from an autoimmune disorder, comprising administering to the human subject an effective amount of a human antibody, or antigen-binding portion thereof, which is capable of binding to an epitope of the p40 subunit of IL-12, wherein the antibody, or antigen binding portion thereof, dissociates from the p40 subunit of IL-12 with a Kd of 1×10−10 M or less or a koff rate constant of 1×10−3 s−1 or less, as determined by surface plasmon resonance, thereby inhibiting the activity of the p40 subunit of IL-12 in said subject. ",Before,No,https://patents.google.com/patent/US7883704B2/en?oq=US7883704+
Stelara,US7887807 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,7/9/2009,2/15/2011,8/1/2021,Expired,Product,"The patent claims cover an isolated anti-IL-12 antibody, comprising a heavy chain complementarity determining region 1 (CDR1) comprising an amino acid sequence with not more than one conservative substitution from the amino acid sequence of SEQ ID NO:1, a heavy chain complementarity determining region 2 (CDR2) comprising an amino acid sequence with not more than one conservative substitution from the amino acid sequence of SEQ ID NO:2, a heavy chain complementarity determining region 3 (CDR3) comprising an amino acid sequence with not more than one conservative substitution from the amino acid sequence of SEQ ID NO:3, a light chain complementarity determining region 1 (CDR1) comprising an amino acid sequence with not more than one conservative substitution from the amino acid sequence of SEQ ID NO:4, a light chain complementarity determining region 2 (CDR2) comprising an amino acid sequence with not more than one conservative substitution from the amino acid sequence of SEQ ID NO:5, and a light chain complementarity determining region 3 (CDR3) comprising an amino acid sequence with not more than one conservative substitution from the amino acid sequence of SEQ ID NO:6, wherein the antibody is a variant of the antibody comprising an heavy chain CDR1 amino acid sequence of SEQ ID NO:1, the heavy chain CDR2 amino acid sequence of SEQ ID NO:2, the heavy chain CDR3 amino acid sequence of SEQ ID NO:3, the light chain CDR1 amino acid sequence of SEQ ID NO:4, the light chain CDR2 amino acid sequence of SEQ ID NO:5, and the light chain CDR3 amino acid sequence of SEQ ID NO:6.",Before,No,https://patents.google.com/patent/US7887807B2/en?oq=US7887807+
Stelara,US8080247 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,12/20/2005,12/20/2011,8/8/2022,Expired,Product,"The patent claims cover an  isolated human anti-IL-12 antibody, wherein said antibody binds to a conformational epitope of the IL-12 protein comprising residues 15, 17-21, 23, 40-43, 45-47, 54-56 and 58-62 of the amino acid sequence of SEQ ID NO:9.",Before,No,https://patents.google.com/patent/US8080247B2/en?oq=US8080247+
Stelara,US8084233 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,12/17/2010,12/27/2011,8/1/2021,Expired,Product,"The patent claims cover anisolated nucleic acid molecule encoding an anti-IL-12 antibody, vectors, host cells and a method of production.",After,No,https://patents.google.com/patent/US8084233B2/en?oq=US8084233+
Stelara,US8329170 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,11/18/2011,12/11/2012,8/1/2021,Expired,Method of Treatment,"The patent claims cover a method for treating psoriasis in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12 antibody, wherein said antibody binds to a conformational epitope of IL-12 protein comprising residues 15, 17-21, 23, 40-43, 45-47, 54-56 and 58-62 of the amino acid sequence of SEQ ID NO:9, to said animal.. Method of Use 2. Treating psoriasis with anti IL-12 antibody that binds to specified epitope (set of amino acid residues) of IL-12 3. not strictly blocking but likely to be asserted as psoriasis is a major use of Stelara",After,No,https://patents.google.com/patent/US8329170B2/en?oq=US8329170+
Stelara,US8329171 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,11/18/2011,12/11/2012,8/1/2021,Expired,Method of Treatment,"The patent claims cover a method for reducing symptoms of psoriatic arthritis in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12 antibody comprising a heavy chain variable region of the amino acid sequence of SEQ ID NO: 7 and a light chain variable region of the amino acid sequence of SEQ ID NO: 8, to said animal.",After,No,https://patents.google.com/patent/US8329171B2/en?oq=US8329171+
Stelara,US8361474 ,Janssen Biotech,Psoriasis,Biologic,11,12/21/2004,4/13/2010,1/9/2013,1/5/2027,Active,Product,The patent claims cover an expression vector comprising the nucleic acid sequence of SEQ ID NO:12. ,After,No,https://patents.google.com/patent/US8361474B2/en?oq=US8361474+
Stelara,US8540992 ,Janssen Biotech,Psoriasis,Biologic,9,12/28/2006,12/26/2007,9/24/2013,2/11/2029,Active,Method of Production / Process," The patent claims cover method for providing a sialidase enzymatic activity in a culture comprising a mammalian cell engineered to express an antibody, comprising transfecting the mammalian engineered cell with a vector encoding a catalytic domain of Arthrobacter ureafaciens sialidase enzyme A, wherein the polypeptide is secreted into the culture along with the antibody, whereby the antibody glycans can be acted upon by the polypeptide sialidase enzymatic activity, and wherein one or more of the avidity for multiply localized target proteins, the macrophage or monocyte activation, and serum half-life of the antibody are altered.",Before,No,https://patents.google.com/patent/US8540992B2/en?oq=US8540992+
Stelara,US8557745 ,Janssen Biotech,Psoriasis,Biologic,2,5/22/2007,5/22/2008,10/15/2013,2/16/2032,Active,Method of Treatment,The patent claims cover a method for predicting the suitability of treatment with an anti-IL-12 antibody therapy for Crohn's disease.,Before,No,https://patents.google.com/patent/US8557745B2/en?oq=US8557745+
Stelara,US8663980B2,Janssen Biotech,Psoriasis,Biologic,10,10/26/2007,10/24/2008,3/4/2014,11/18/2030,Active,Product,"The patent claims cover a mammalian expression vector comprising the nucleotide sequence of SEQ ID NO: 1, SEQ ID NO: 5, or SEQ ID NO: 6 and a method for producing an antibody.",Before,No,https://patents.google.com/patent/US8663980B2/en?oq=US8663980B2
Stelara,US8703141 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,11/7/2012,4/22/2014,8/1/2021,Expired,Method of Treatment,"The patent claims cover a method for reducing symptoms of Crohn's disease in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12 antibody comprising a heavy chain variable region of the amino acid sequence of SEQ ID NO: 7 and a light chain variable region of the amino acid sequence of SEQ ID NO: 8, to said animal. ",After,No,https://patents.google.com/patent/US8703141B2/en?oq=US8703141+
Stelara,US8765918 ,Abbott & AbbVie Deutschland,Psoriasis,Biologic,12,3/25/1999,3/23/2012,7/1/2014,3/24/2020,Expired,Formulation / Combination,"The patent claims cover a pharmaceutical composition comprising a human antibody, or antigen binding portion thereof, that binds to and neutralizes the p40 subunit of human interleukin (IL-12) and dissociates from the human IL-12 with a koff rate constant of about 1×10−4 s−1 to 1×10−5 s−1, as determined by surface plasmon resonance; and at least one additional agent selected from the group consisting of a buffer, a polyalcohol and a surfactant; wherein the antibody, or antigen binding portion thereof, is capable of binding to a first heterodimer and is also capable of binding to a second heterodimer, wherein the first heterodimer comprises the p40 subunit of human IL-12 and the p35 subunit of human IL-12, and wherein the second heterodimer comprises the p40 subunit of human IL-12 and a p19 subunit. ",After,No,https://patents.google.com/patent/US8765918B2/en?oq=US8765918+
Stelara,US8802095 (B2),Durect Corp,Psoriasis,Biologic,4,1/26/2007,10/26/2011,8/12/2014,1/25/2028,Active,Formulation / Combination,"The patent claims cover an injectable, nonaqueous suspension comprising at least one therapeutic agent comprising solid particles suspended in a vehicle consisting of a single component vehicle consisting of an amphiphilic material. The patent describes a therapeutic agent that can be used with the formulation is an anti-IL-12 mAb. ",After,No,https://patents.google.com/patent/US8802095B2/en?oq=US8802095+(B2)
Stelara,US8865174 ,Abbott & AbbVie Deutschland,Psoriasis,Biologic,12,3/25/1999,3/12/2012,10/21/2014,3/24/2020,Expired,Method of Treatment," The patent claims cover a method of treating a human subject suffering from an autoimmune disorder, comprising administering to the human subject an effective amount of a human antibody, or antigen-binding portion thereof, which binds to the p40 subunit of human interleukin-12 (IL-12) and dissociates from human IL-12 with a koff rate constant of about 1×10−4 s−1 to 1×10−5 s−1, as determined by surface plasmon resonance, wherein the antibody is capable of binding to a first heterodimer and is also capable of binding to a second heterodimer, wherein the first heterodimer comprises the p40 subunit of human IL-12 and the p35 subunit of human IL-12, and wherein the second heterodimer comprises the p40 subunit of human IL-12 and a p19 subunit, thereby treating said subject.",After,No,https://patents.google.com/patent/US8865174B2/en?oq=US8865174+
Stelara,US8894990 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,11/6/2012,11/25/2014,8/16/2021,Expired,Method of Treatment,"The patent claims cover a method for treating psoriatic arthritis in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12 antibody, wherein said antibody binds to a conformational epitope of IL-12 protein comprising residues 15, 17-21, 23, 40-43, 45-47, 54-56 and 58-62 of the amino acid sequence of SEQ ID NO:9, to said animal. ",After,No,https://patents.google.com/patent/US8894990B2/en?oq=US8894990+
Stelara,US8975040 ,Janssen Biotech,Psoriasis,Biologic,9,12/28/2006,8/23/2013,3/10/2015,1/7/2028,Active,Method of Production / Process,"The patent claims cover a method for controlling the properties of an antibody expressed in a cell line, comprising reducing the sialylation of the oligosaccharides in the Fc region by transfecting the cell line with a vector encoding a catalytic domain of Arthrobacter ureafaciens sialidase enzyme, wherein the antibody expressed comprises a reduced amount of sialic acid residues. ",After,No,https://patents.google.com/patent/US8975040B2/en?oq=US8975040+
Stelara,US8980626 ,Janssen Biotech,Psoriasis,Biologic,10,10/26/2007,1/24/2014,3/17/2015,10/24/2028,Active,Product,"The patent claims cover a mammalian expression vector comprising: mammalian expression control polynucleotide sequences;
a polynucleotide sequence encoding a constant region of an antibody; and restriction sites downstream from the expression control sequences, wherein the vector comprises the nucleotide sequence of SEQ ID NO:5. ",After,No,https://patents.google.com/patent/US8980626B2/en?oq=US8980626+
Stelara,US9035030 ,Abbott & AbbVie Deutschland,Psoriasis,Biologic,12,3/25/1999,2/21/2012,5/19/2015,3/24/2020,Expired,Product,"The patent claims cover an  isolated human antibody, or antigen-binding portion thereof, which is capable of binding to the p40 subunit of human interleukin 12 (IL-12) and dissociates from human IL-12 with a koff rate constant of about 1×10−4 s−1 to 1×10−5 s−1, as determined by surface plasmon resonance, wherein the antibody is capable of binding to a first heterodimer and is also capable of binding to a second heterodimer, wherein the first heterodimer comprises the p40 subunit of human IL-12 and the p35 subunit of human IL-12, and wherein the second heterodimer comprises the p40 subunit of human IL-12 and a p19 subunit.",After,No,https://patents.google.com/patent/US9035030B2/en?oq=US9035030+
Stelara,US9206248 ,Janssen Biotech,Psoriasis,Biologic,10,10/26/2007,2/9/2015,12/8/2015,10/24/2028,Active,Product,"The patent claims cover a mammalian expression vector comprising: mammalian expression control polynucleotide sequences; and
restriction sites downstream from the expression control sequences, wherein the vector comprises the nucleotide sequence of SEQ ID NO:3",After,No,https://patents.google.com/patent/US9206248B2/en?oq=US9206248+
Stelara,US9409984 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,2/26/2014,8/9/2016,2/27/2022,Expired,Method of Treatment,"The patent claims cover a method for treating psoriasis in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12antibody within the defined 6 CDR regions of the Vh and Vl regions.",After,No,https://patents.google.com/patent/US9409984B2/en?oq=US9409984
Stelara,US9428579 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,10/13/2014,8/30/2016,12/17/2021,Expired,Method of Treatment,"The patent claims cover a method for reducing symptoms of Crohn's disease in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12 antibody, wherein said antibody binds to a conformational epitope of IL-12 protein comprising residues 15, 17-21, 23, 40-43, 45-47, 54-56 and 58-62 of the amino acid sequence of SEQ ID NO:9, to said animal. ",After,No,https://patents.google.com/patent/US9428579B2/en?oq=US9428579+
Stelara,US9605067 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,7/22/2016,3/28/2017,8/1/2021,Expired,Product,"The patent claims cover isolated nucleic acid molecule encoding a mammalian anti-IL-12 antibody, wherein said antibody binds to a conformational epitope of IL-12 protein comprising residues 15, 17-21, 23, 40-43, 45-47, 54-56 and 58-62 of the amino acid sequence of SEQ ID NO:9. and methods of production.",After,No,https://patents.google.com/patent/US9605067B2/en?oq=US9605067+
Stelara,US9676848 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,6/30/2016,6/13/2017,8/1/2021,Expired,Formulation / Combination,The patent claims cover a pen-injector containing a liquid pharmaceutical formulation comprising an effective amount of an isolated anti-IL-12 antibody having a heavy chain variable region and a light chain variable region ,After,No,https://patents.google.com/patent/US9676848B2/en?oq=US9676848+
Stelara,US9862766 ,Janssen Biotech,Psoriasis,Biologic,1,8/7/2000,2/14/2017,1/9/2018,8/1/2021,Expired,Method of Treatment,"The patent claims cover a method for reducing symptoms of lupus in an animal, comprising administering a composition comprising an effective amount of an isolated anti-IL-12 antibody, wherein said antibody binds to a conformational epitope of IL-12 protein comprising residues 15, 17-21, 23, 40-43, 45-47, 54-56 and 58-62 of the amino acid sequence of SEQ ID NO:9, to said animal. ",After,No,https://patents.google.com/patent/US9862766B2/en?oq=US9862766+
Trulicity, US20210290841A1,Eli Lilly,Diabetes,Biologic,27,8/17/2018,8/8/2019,9/23/2021,,Pending,Device,"The application claims a delivery device, comprising: a dose member rotatable during a dose dispensing event; a detection system including a position indicator, and a controller in communication with the first and second electrical circuits, and operable to determine a number of units of rotation of the dose member based on, directly or indirectly, at least one of the generated first and second signals.",After,No,https://patents.google.com/patent/US20210290841A1/en?oq=US20210290841A1
Trulicity, US9764004B2,Eli Lilly,Diabetes,Biologic,12,10/26/2015,10/14/2016,9/19/2017,10/14/2036,Active,Product," The patent claims cover GLP-1 compounds, a pharmaceutical composition  and a method of treating fatty liver in bovines.",After,No,https://patents.google.com/patent/US9764004B2/en?oq=+US9764004B2
Trulicity,US 11123488 B2,Eli Lilly,Diabetes,Biologic,17,10/3/2018,9/27/2019,9/21/2021,9/27/2039,Active,Device,"The patent claims cover an injection device assembly comprising: a device housing having a proximal end and a distal end; a user-graspable portion configured to be grasped by a hand of a user; an outwardly flared end portion at the proximal end of the housing adjacent to the proximal opening; a syringe assembly at least partially disposed within the interior volume; a drive mechanism configured to move the entire syringe assembly from a storage position to an injection position and one or more main printed circuit boards (PCBs) disposed within the outwardly flared end portion of the device housing. . The patent describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US11123488B2/en?oq=US+11123488+B2
Trulicity,US10627377B2,Eli Lilly,Diabetes,Biologic,45,10/18/2017,10/11/2018,4/21/2020,10/11/2038,Active,Method of Production / Process,"The patent claims cover a testing method for accelerating silicone drainage rate for a siliconized syringe, comprising:
(a) placing a syringe including a film of silicone in a predefined orientation into a centrifugation holder of a centrifuge system, the syringe including a needle end and an opposite, flange end, the predefined orientation of said syringe including the flange end being disposed farther away from a center axis of the centrifuge system than the needle end or the needle end being disposed farther away from said center axis of the centrifuge system than the flange end; (b) activating a centrifugation of the centrifugation holder of the centrifuge system with the syringe at a predetermined G-rate and for a predetermined period of a time; (c) ending the centrifugation of the centrifugation holder with the syringe after the predetermined period of time has elapsed; and (d) assessing one or more injection functionality parameters of the syringe after the elapsed predetermined period of time.",After,No,https://patents.google.com/patent/US10627377B2/en?oq=US10627377B2
Trulicity,US10709766B2,Eli Lilly,Diabetes,Biologic,67,5/7/2015,11/22/2017,7/14/2020,8/19/2036,Active,Product,"The patent claims cover an an insulin receptor agonist, peptide linkers and a  human IgG Fc region. ",After,No,https://patents.google.com/patent/US10709766B2/en?oq=US10709766B2
Trulicity,US10987472B2,Eli Lilly,Diabetes,Biologic,35,2/28/2017,12/11/2020,4/27/2021,2/22/2038,Active,Device,"The patent claims cover a dose delivery measurement module for use with a medication delivery device having an actuator, a dose setting member, a magnetic ring with one or more dipoles, the magnetic ring fixed rotationally with the dose setting member that rotates during dose setting and/or dose deliveryof treatment. The patent describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US10987472B2/en?oq=US10987472B2
Trulicity,US11071831B2,Eli Lilly,Diabetes,Biologic,18,2/22/2018,2/20/2019,7/27/2021,2/20/2039,Active,Device,"The patent claims cover a dose detection module for removable attachment to a dose button of a medication delivery device, the dose button having a button sidewall, the device comprising a sensed component ring rotatable during dose dispensing.  The patent describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US11071831B2/en?oq=US11071831B2
Trulicity,US11179522B2,Eli Lilly,Diabetes,Biologic,31,3/29/2019,3/19/2020,11/23/2021,3/19/2040,Active,Device,"The patent claims cover a medication delivery device, comprising: a housing defined about a longitudinal axis, a plunger having an elongated body with an end to drive a piston disposed within a medication cartridge barrel, a plunger drive system configured to distally advance the plunger, wherein the at least one pinion drive includes a first pinion drive and a second pinion drive disposed along opposite sides of the output drive member, wherein, in response to movement of the actuator to the extended position from the retracted position, wherein, in response to movement of the actuator to the retracted position from the extended position rotation of the at least one pinion drive in a second direction along the drive teeth is configured to axially translate the output drive member, with the one or more pawled ends of the output drive member in engagement with the ratchet teeth of said plunger to prevent said output drive member from translating axially relative to said plunger, thereby advancing the plunger in a distal direction.. The patent  describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide",After,No,https://patents.google.com/patent/US11179522B2/en?oq=US11179522B2
Trulicity,US11253574B2,Eli Lilly,Diabetes,Biologic,67,5/7/2015,6/5/2020,2/22/2022,4/28/2036,Active,Method of Treatment,"The patent claims cover a method of treating a patient with diabetes mellitus comprising administering to a patient in need thereof a therapeutically effective amount of a fusion protein comprising an insulin receptor, peptide linkers and a human IgG Fc region. ",After,No,https://patents.google.com/patent/US11253574B2/en?oq=US11253574B2
Trulicity,US11298462B2,Eli Lilly,Diabetes,Biologic,55,3/15/2019,3/6/2020,4/12/2022,3/6/2040,Active,Device,"The patent claims cover an automatic injection device, comprising: a housing comprising a proximal end and a distal end;
a syringe including a needle, a shuttle having a distal surface comprising a shuttle protrusion and a curvilinear surface, a follower having a follower body and a latch, wherein: the follower has a coupled configuration in which the latch is biasedly coupled over the shuttle protrusion and the straight leading surface of the latch protrusion is in contact with the shuttle protrusion, and the follower has a decoupled configuration in which the latch has cleared the shuttle protrusion and the curved trailing surface of the latch protrusion is in sliding engagement with the curvilinear surface, the follower is rotatable relative to the shuttle, and the shuttle is moveable toward the proximal end of the housing to retract the syringe. The patent  describes how the device can be used with (GLP-1) receptor agonists such as dulaglutide or liraglutide

",After,No,https://patents.google.com/patent/US11298462B2/en?oq=US11298462B2
Trulicity,US20090232807A1,Eli Lilly,Diabetes,Biologic,9,12/22/2004,12/15/2005,9/17/2009,,Abandoned,Formulation / Combination,"The application claimed  a  stable solution formulation comprising a therapeutically effective amount of of any of 6 GLP-1 protein sequences (30 amino acids each) joined to an Fc portion of an immunoglobulin (1 sequence), wherein the  GLP-1-Fc fusion is at a pH of between about pH 6 and about pH 8.5. ",Before,No,https://patents.google.com/patent/US20090232807A1/en?oq=US20090232807A1
Trulicity,US20100196405A1,Eli Lilly,Diabetes,Biologic,2,7/10/2007,7/9/2008,8/5/2010,,Abandoned,Formulation / Combination,"The application claimed a  stable solution formulation comprising a therapeutically effective amount of a GLP-1-Fc fusion protein in citrate buffer with polysorbate-80 in the range of about 0.01% to 0.05% (w/v), mannitol in the range of about 4.3 to 5.0% (w/v), and wherein the solution has a pH in the range of about pH 6 to 7. ",Before,No,https://patents.google.com/patent/US20100196405A1/en?oq=US20100196405A1
